"Status","Exposure.Location","Street","Suburb","Date","Arrival.Time","Departure.Time","Contact","lat","lon","doubles","moved"
"","Calvary Haydon Retirement Community Aged Care Facility (St. Teresa Household only) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","22/09/2021 - Wednesday","12:00am","7:00am","Close",-35.250192,149.088122,"",FALSE
"","Coffee Guru Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","22/09/2021 - Wednesday","9:00am","9:45am","Monitor",-35.34125,149.05277,"",FALSE
"","Coffee Guru Wanniassa","Shop 1/12 Sangster Place","Wanniassa","22/09/2021 - Wednesday","12:20pm","12:50pm","Monitor",-35.3911367,149.08572,"",FALSE
"","Coffee Guru Wanniassa","Shop 1/12 Sangster Place","Wanniassa","22/09/2021 - Wednesday","2:00pm","2:30pm","Monitor",-35.3911367,149.08567,"",FALSE
"","Coles Express Charnwood","Lhotsky Street and Charnwood Place","Charnwood","22/09/2021 - Wednesday","4:10pm","4:40pm","Monitor",-35.2056325,149.0332822,"",FALSE
"","Coles Wanniassa","12 Sangster Place","Wanniassa","22/09/2021 - Wednesday","2:00pm","2:30pm","Monitor",-35.3912889,149.0854972,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Communities@Work Kambah - Taylor Child Care and Education Centre","88 Marconi Crescent","Kambah","22/09/2021 - Wednesday","7:00am","2:30pm","Casual",-35.378526,149.0641174,"",FALSE
"","Cooleman Court Shopping Centre","Cooleman Court Shopping Centre, Brierly Street","Weston","22/09/2021 - Wednesday","9:00am","9:45am","Monitor",-35.3412617,149.0527436,"",FALSE
"","Daily Market Gungahlin","137/43 Hibberson Street","Gungahlin","22/09/2021 - Wednesday","12:00pm","12:30pm","Monitor",-35.1854965,149.1363642,"",FALSE
"","DKSN Construction Site","21-23 Challis Street","Dickson","22/09/2021 - Wednesday","6:50am","4:00pm","Close",-35.2502148,149.1345096,"",FALSE
"","Hawker Butchery and Bonza Bangers","78 Hawker Place","Hawker","22/09/2021 - Wednesday","12:30pm","1:20pm","Monitor",-35.2434774,149.0435549,"",FALSE
"","Hello Sexy","127-129 Wollongong Street","Fyshwick","22/09/2021 - Wednesday","11:40am","12:30pm","Casual",-35.3224792,149.1759038,"",FALSE
"","IGA Banks","Pockett Avenue and Brockway Street","Banks","22/09/2021 - Wednesday","10:30am","11:10am","Monitor",-35.4725,149.0955306,"",FALSE
"","IGA Banks","Pockett Avenue and Brockway Street","Banks","22/09/2021 - Wednesday","6:30pm","7:15pm","Monitor",-35.4725,149.0954806,"",FALSE
"","IGA Isabella Plains","6/131 Ellerston Aveune","Isabella Plains","22/09/2021 - Wednesday","9:40am","10:20am","Monitor",-35.4286142,149.0915552,"",FALSE
"","IGA X-press East Row","22-58 East Row","Canberra City","22/09/2021 - Wednesday","3:45pm","4:35pm","Monitor",-35.2791945,149.1306937,"",FALSE
"","King Arthur's feast","7/32 Sandford Street","Mitchell","22/09/2021 - Wednesday","8:10am","8:40am","Monitor",-35.2203571,149.1404613,"",FALSE
"","Kingsley's Chicken Lanyon","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","22/09/2021 - Wednesday","7:30pm","8:10pm","Monitor",-35.457282,149.0925689,"",FALSE
"","Metro Petroleum Mitchell","Lysaght Street","Mitchell","22/09/2021 - Wednesday","6:15am","7:00am","Monitor",-35.2154233,149.1424858,"",FALSE
"","Mitchell Automotive Centre","22 Brookes Street","Mitchell","22/09/2021 - Wednesday","8:00am","8:30am","Monitor",-35.2190528,149.1418918,"",FALSE
"","Mocca Espresso Lounge","18 Marcus Clarke Street","Canberra City","22/09/2021 - Wednesday","8:00am","9:00am","Casual",-35.2817006,149.1242782,"",FALSE
"","Mocca Espresso Lounge","18 Marcus Clarke Street","Canberra City","22/09/2021 - Wednesday","9:00am","9:45am","Monitor",-35.2817006,149.1242282,"",FALSE
"","Mocca Espresso Lounge","18 Marcus Clarke Street","Canberra City","22/09/2021 - Wednesday","12:40pm","1:25pm","Monitor",-35.2817006,149.1241782,"",FALSE
"","North Lyneham Mini Mart","3 Colville Street","Lyneham","22/09/2021 - Wednesday","2:45pm","3:00pm","Monitor",-35.2401434,149.1250791,"",FALSE
"","South.Point Tuggeranong","Anketell Street and Reed Street","Greenway","22/09/2021 - Wednesday","12:30pm","4:30pm","Monitor",-35.4167822,149.0664817,"",FALSE
"","SUPABARN Casey","Casey Market Town, 15 Kingsland Parade","Casey","22/09/2021 - Wednesday","7:00pm","8:05pm","Casual",-35.1741413,149.0960254,"",FALSE
"","SUPAEXPRESS Florey","1/26 Kesteven Street","Florey","22/09/2021 - Wednesday","2:25pm","3:10pm","Monitor",-35.2263914,149.0544019,"",FALSE
"","Vina Groceries","135/56 Ernest Cavanagh Street","Gungahlin","22/09/2021 - Wednesday","5:45pm","6:50pm","Casual",-35.1847931,149.136494,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","22/09/2021 - Wednesday","12:45pm","1:30pm","Monitor",-35.2386596,149.0653012,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","22/09/2021 - Wednesday","2:55pm","4:00pm","Casual",-35.2386596,149.0651762,"",FALSE
"","Woolworths Charnwood","25-30 Charnwood Place","Charnwood","22/09/2021 - Wednesday","4:15pm","4:45pm","Monitor",-35.2045295,149.0328578,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","22/09/2021 - Wednesday","9:25am","10:15am","Casual",-35.457644,149.092661,"",FALSE
"","Woolworths Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","22/09/2021 - Wednesday","12:15pm","1:15pm","Casual",-35.3412617,149.0526686,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Gungahlin","30/33 Hibberson Street","Gungahlin","22/09/2021 - Wednesday","7:15am","8:00am","Monitor",-35.1846274,149.1339891,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Kambah","Kambah Village Shopping Centre, Primmer Court","Kambah","22/09/2021 - Wednesday","7:20am","8:15am","Casual",-35.3801801,149.0572947,"",FALSE
"","7 London Circuit, Building B Level 5 Construction Zone","7 London Circuit, City","Canberra City","21/09/2021 - Tuesday","6:50am","4:00pm","Close",-35.2816791,149.124858,"",FALSE
"","80/20 Food Kingston","5/10 Parbery Street","Kingston","21/09/2021 - Tuesday","7:00am","2:45pm","Casual",-35.3169003,149.1494419,"",FALSE
"","ALDI Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","1:35pm","2:20pm","Monitor",-35.3414467,149.0525649,"",FALSE
"","ALDI Jamison","Jamison Plaza, Bowman Street","Macquarie","21/09/2021 - Tuesday","2:05pm","2:50pm","Monitor",-35.2527749,149.0714524,"",FALSE
"","Amaroo Village Shopping Centre","11 Pioneer Street","Amaroo","21/09/2021 - Tuesday","1:10pm","2:15pm","Monitor",-35.1646953,149.1316822,"",FALSE
"","Bakers Delight Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","3:10pm","3:45pm","Monitor",-35.3412268,149.0527689,"",FALSE
"","Bus Route 2 Transport Canberra Code BUS476","ANU to Westfield Belconnen","Public Transport","21/09/2021 - Tuesday","10:14am","10:28am","Casual",-35.2380765,149.0650422,"",FALSE
"","Bus Route 3 Transport Canberra Code BUS595","Westfield Belconnen to ANU","Public Transport","21/09/2021 - Tuesday","9:14am","9:29am","Casual",-35.2380765,149.0651172,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Bus Route 3 Transport Canberra Code BUS595","Westfield Belconnen to Florey","Public Transport","21/09/2021 - Tuesday","10:55am","11:01am","Casual",-35.2380765,149.0650172,"",FALSE
"","Bus Route 41 Transport Canberra Code BUS374","Florey to Westfield Belconnen","Public Transport","21/09/2021 - Tuesday","9:08am","9:14am","Casual",-35.2380765,149.0651672,"",FALSE
"","Cafe Au Lait Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","2:40pm","3:10pm","Monitor",-35.3415323,149.052843,"",FALSE
"","Caltex (EG Fuel) Conder","Tharwa Drive","Conder","21/09/2021 - Tuesday","4:00pm","4:30pm","Monitor",-35.4582538,149.0917291,"",FALSE
<<<<<<< HEAD
"","Calvary Haydon Retirement Community Aged Care Facility (Mary Potter Household only) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","21/09/2021 - Tuesday","12:00am","11:59pm","Close",-35.250192,149.088022,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (refer to Close Contacts entry if attended Mary Potter or St Teresa Household) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","21/09/2021 - Tuesday","12:00am","11:59pm","Casual",-35.250192,149.088072,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (St. Teresa Household only) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","21/09/2021 - Tuesday","10:30pm","11:59pm","Close",-35.250192,149.087972,"",FALSE
"","Capital Chemist Kambah","Kambah Village Shopping Centre, Primmer Court","Kambah","21/09/2021 - Tuesday","9:00am","9:45am","Monitor",-35.3803225,149.0577223,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
=======
"","Calvary Haydon Retirement Community Aged Care Facility (Mary Potter Household only) – Visitors Only","2 Jaeger Circuit","Bruce","21/09/2021 - Tuesday","12:00am","11:59pm","Close",-35.250192,149.088022,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (refer to Close Contacts entry if attended Mary Potter or St Teresa Household) – Visitors Only","2 Jaeger Circuit","Bruce","21/09/2021 - Tuesday","12:00am","11:59pm","Casual",-35.250192,149.088072,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (St. Teresa Household only) – Visitors Only","2 Jaeger Circuit","Bruce","21/09/2021 - Tuesday","10:30pm","11:59pm","Close",-35.250192,149.087972,"",FALSE
"","Capital Chemist Kambah","Kambah Village Shopping Centre, Primmer Court","Kambah","21/09/2021 - Tuesday","9:00am","9:45am","Monitor",-35.3803225,149.0577223,"",FALSE
>>>>>>> 480fcf509426d1cb35f48ab8b5a93ac7ef9efc07
"","Capital Chemist University of Canberra","Building 28, Allawoona Street and Ginninderra Drive","Bruce","21/09/2021 - Tuesday","12:20pm","1:05pm","Monitor",-35.2347083,149.0877324,"",FALSE
"","Chemist Warehouse Woden","24 Corinna Street","Phillip","21/09/2021 - Tuesday","7:15pm","8:30pm","Monitor",-35.345342,149.0837802,"",FALSE
"","Coffee Guru Amaroo","11 Pioneer Street","Amaroo","21/09/2021 - Tuesday","1:35pm","2:15pm","Monitor",-35.164832,149.1324217,"",FALSE
"","Coles Amaroo","Horse Park Drive","Amaroo","21/09/2021 - Tuesday","1:10pm","2:00pm","Casual",-35.1646128,149.1318816,"",FALSE
"","Coles Express Gungahlin","1 Ginn Street","Gungahlin","21/09/2021 - Tuesday","10:30pm","11:10pm","Monitor",-35.1834139,149.1267488,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Coles Jamison","Jamison Plaza, Bowman Street","Macquarie","21/09/2021 - Tuesday","1:40pm","2:35pm","Casual",-35.2528076,149.0713598,"",FALSE
"","Cooleman Court Shopping Centre","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","1:30pm","2:30pm","Monitor",-35.3412617,149.0526436,"",FALSE
"","Cooleman Court Shopping Centre","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","3:00pm","4:00pm","Monitor",-35.3412617,149.0526186,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Guardian Pharmacy Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","21/09/2021 - Tuesday","12:45pm","1:30pm","Monitor",-35.2375421,149.0669633,"",FALSE
"","KFC Tuggeranong","133 Reed Street","Greenway","21/09/2021 - Tuesday","6:35pm","7:15pm","Monitor",-35.4159332,149.0701953,"",FALSE
"","Kitchen King Grocers","14-16 Colbee Court","Phillip","21/09/2021 - Tuesday","2:50pm","3:35pm","Monitor",-35.3521283,149.0872725,"",FALSE
"","Million Dollar Kiosk","Westfield Belconnen, Benjamin Way","Belconnen","21/09/2021 - Tuesday","10:00am","11:00am","Monitor",-35.2382585,149.0655379,"",FALSE
"","Mocca Espresso Lounge","18 Marcus Clarke Street","Canberra City","21/09/2021 - Tuesday","9:05am","9:50am","Monitor",-35.2817006,149.1241282,"",FALSE
"","Mocca Espresso Lounge","18 Marcus Clarke Street","Canberra City","21/09/2021 - Tuesday","12:10pm","12:55pm","Monitor",-35.2817006,149.1240782,"",FALSE
"","Next Practice Deakin","2/4 Makin Place","Deakin","21/09/2021 - Tuesday","1:45pm","2:50pm","Casual",-35.3215122,149.0928574,"",FALSE
"","Priceline Pharmacy Woden","Westfield Woden, Keltie Street","Phillip","21/09/2021 - Tuesday","11:05am","11:50am","Monitor",-35.3461736,149.0846236,"",FALSE
"","Sakeena's Cafe","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","3:00pm","3:40pm","Monitor",-35.3417649,149.052915,"",FALSE
"","St. George Bank Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","1:35pm","2:15pm","Monitor",-35.3411125,149.0525899,"",FALSE
"","The Reject Shop Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","21/09/2021 - Tuesday","11:55am","1:00pm","Casual",-35.2384007,149.0664341,"",FALSE
"","Weston Creek Medical Practice","Cooleman Court Shopping Centre, Brierly Street","Weston","21/09/2021 - Tuesday","2:45pm","3:30pm","Casual",-35.3412617,149.0525686,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","21/09/2021 - Tuesday","10:00am","12:00pm","Casual",-35.2386596,149.0652762,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","21/09/2021 - Tuesday","12:55pm","2:00pm","Casual",-35.2386596,149.0652262,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","21/09/2021 - Tuesday","10:30am","11:10am","Monitor",-35.457644,149.092536,"",FALSE
"","Woolworths Cooleman Court","Cooleman Court, Brierly Street","Weston","21/09/2021 - Tuesday","3:10pm","3:40pm","Monitor",-35.3412617,149.0525686,"",FALSE
"","Woolworths Metro Franklin","Corner Flemington Road and Nullarbor Avenue","Franklin","21/09/2021 - Tuesday","1:10pm","2:00pm","Monitor",-35.2000983,149.1488518,"",FALSE
"","Woolworths Metro Franklin","Corner Flemington Road and Nullarbor Avenue","Franklin","21/09/2021 - Tuesday","2:50pm","3:30pm","Monitor",-35.2000983,149.1489018,"",FALSE
"","Woolworths Woden","Westfield Woden, Keltie Street","Phillip","21/09/2021 - Tuesday","7:00am","7:40am","Monitor",-35.3463199,149.0860326,"",FALSE
"","Woolworths Woden","Westfield Woden, Keltie Street","Phillip","21/09/2021 - Tuesday","10:50am","11:40am","Monitor",-35.3463199,149.0860826,"",FALSE
<<<<<<< HEAD
"","7 London Circuit, Building B Level 5 Construction Zone","7 London Circuit, City","Canberra City","20/09/2021 - Monday","6:50am","4:00pm","Close",-35.2816791,149.124808,"",FALSE
"","7-Eleven Holt","88 Hardwick Crescent","Holt","20/09/2021 - Monday","1:00pm","1:30pm","Monitor",-35.2209147,149.0178443,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","7-Eleven Spence","2 Glassey Place","Spence","20/09/2021 - Monday","4:30pm","5:00pm","Monitor",-35.1947608,149.062332,"",FALSE
"","80/20 Food Kingston","5/10 Parbery Street","Kingston","20/09/2021 - Monday","7:00am","2:45pm","Casual",-35.3169003,149.1493919,"",FALSE
"","ALDI Casey","Casey Market Town, 15 Kingsland Parade","Casey","20/09/2021 - Monday","3:00pm","4:00pm","Monitor",-35.1743467,149.0960384,"",FALSE
"","Ampol Foodary Weston","49 Brierly Street","Weston","20/09/2021 - Monday","2:05pm","2:45pm","Monitor",-35.3402449,149.0520431,"",FALSE
"","B&B Emporium Casey","Casey Market Town, 15 Kingsland Parade","Casey","20/09/2021 - Monday","3:00pm","4:00pm","Monitor",-35.17447,149.0960199,"",FALSE
"","Bakers Delight Lanyon","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","20/09/2021 - Monday","5:00pm","5:45pm","Monitor",-35.4573663,149.0923039,"",FALSE
"","Bus Route 3 Transport Canberra Code BUS431","Florey to ANU","Public Transport","20/09/2021 - Monday","9:08am","9:26am","Casual",-35.2776999,149.118602,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (Mary Potter Household only) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","20/09/2021 - Monday","12:00am","11:59pm","Close",-35.250192,149.087872,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (refer to Close Contacts entry if attended Mary Potter or St Teresa Household) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","20/09/2021 - Monday","12:00am","11:59pm","Casual",-35.250192,149.087922,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (St. Teresa Household only) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","20/09/2021 - Monday","12:00am","7:00am","Close",-35.250192,149.087822,"",FALSE
"","Capital Chemist University of Canberra","Building 28, Allawoona Street and Ginninderra Drive","Bruce","20/09/2021 - Monday","9:30am","10:10am","Monitor",-35.2347083,149.0876824,"",FALSE
"","CAPS Clinic (360UV Skin Cancer Clinic on Level 1 only)","7 Phipps Close","Deakin","20/09/2021 - Monday","8:00am","5:10pm","Casual",-35.32627,149.094421,"",FALSE
"","CAPS Clinic (CAPS Offices on Level 1 only)","7 Phipps Close","Deakin","20/09/2021 - Monday","8:00am","5:10pm","Close",-35.32627,149.094371,"",FALSE
"","CAPS Clinic (Sole'vita Hospital on Ground Level only)","7 Phipps Close","Deakin","20/09/2021 - Monday","4:20pm","5:10pm","Casual",-35.32627,149.094321,"",FALSE
"","Coffee Guru Jamison","Jamison Plaza, Bowman Street","Macquarie","20/09/2021 - Monday","11:45am","12:30pm","Monitor",-35.253009,149.0706677,"",FALSE
"","Coles Amaroo","Horse Park Drive","Amaroo","20/09/2021 - Monday","2:35pm","3:20pm","Casual",-35.1646128,149.1318066,"",FALSE
"","Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","20/09/2021 - Monday","5:00pm","5:30pm","Monitor",-35.2802271,149.1334059,"",FALSE
"","Coles Express Charnwood","Lhotsky Street and Charnwood Place","Charnwood","20/09/2021 - Monday","11:00am","11:45am","Monitor",-35.2056325,149.0332322,"",FALSE
"","Coles Express Gungahlin","1 Ginn Street","Gungahlin","20/09/2021 - Monday","9:45am","10:45am","Casual",-35.1834139,149.1267238,"",FALSE
"","Coles Woden","Westfield Woden, Keltie Street","Phillip","20/09/2021 - Monday","10:10am","10:50am","Monitor",-35.3468528,149.0852778,"",FALSE
"","Coles Woden","Westfield Woden, Keltie Street","Phillip","20/09/2021 - Monday","6:35pm","7:35pm","Casual",-35.3468528,149.0853278,"",FALSE
"","Donut King Jamison","Jamison Plaza, Bowman Street","Macquarie","20/09/2021 - Monday","10:30am","11:00am","Monitor",-35.2527607,149.0712041,"",FALSE
"","Hungry Jacks Gungahlin","Ginn Street","Gungahlin","20/09/2021 - Monday","9:45am","10:45am","Monitor",-35.1834112,149.1267535,"",FALSE
"","Lanyon Newsagency & Gift shop","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","20/09/2021 - Monday","4:50pm","5:40pm","Monitor",-35.4576067,149.0925166,"",FALSE
"","Subway Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","20/09/2021 - Monday","10:30am","2:30pm","Casual",-35.4572489,149.0925286,"",FALSE
"","SUPABARN Casey","Casey Market Town, 15 Kingsland Parade","Casey","20/09/2021 - Monday","7:50pm","8:30pm","Monitor",-35.1741413,149.0960504,"",FALSE
"","SUPAEXPRESS Watson","5 Watson Place","Watson","20/09/2021 - Monday","1:15pm","2:00pm","Monitor",-35.2388939,149.1535951,"",FALSE
"","SUPAEXPRESS Watson","5 Watson Place","Watson","20/09/2021 - Monday","2:00pm","2:50pm","Casual",-35.2388939,149.1535451,"",FALSE
"","SUPAEXPRESS Watson","5 Watson Place","Watson","20/09/2021 - Monday","5:50pm","6:40pm","Casual",-35.2388939,149.1534951,"",FALSE
"","Watson Pharmacy and Australia Post","1 Watson Place","Watson","20/09/2021 - Monday","1:45pm","2:40pm","Casual",-35.2390405,149.1532445,"",FALSE
"","Watson Pharmacy and LPO","1 Watson Place","Watson","20/09/2021 - Monday","8:50am","9:30am","Monitor",-35.239029,149.153307,"",FALSE
"","Watson Takeaway","5 Watson Place","Watson","20/09/2021 - Monday","10:00am","10:30am","Monitor",-35.2389866,149.1533702,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","20/09/2021 - Monday","12:00pm","1:00pm","Casual",-35.2386596,149.0652012,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Calwell","Calwell Shopping Centre, 7 Webber Crescent","Calwell","20/09/2021 - Monday","1:20pm","2:00pm","Monitor",-35.4346893,149.114712,"",FALSE
"","Woolworths Calwell","Calwell Shopping Centre, 7 Webber Crescent","Calwell","20/09/2021 - Monday","4:40pm","5:30pm","Casual",-35.4346893,149.114737,"",FALSE
"","Woolworths Charnwood","25-30 Charnwood Place","Charnwood","20/09/2021 - Monday","8:00pm","9:00pm","Casual",-35.2045295,149.0328828,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","20/09/2021 - Monday","4:50pm","5:40pm","Monitor",-35.457644,149.092586,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","20/09/2021 - Monday","5:00pm","6:00pm","Monitor",-35.457644,149.092386,"",FALSE
<<<<<<< HEAD
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","20/09/2021 - Monday","7:00pm","10:00pm","Casual",-35.457644,149.092611,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","80/20 Food Braddon","1/18 Lonsdale Street","Braddon","19/09/2021 - Sunday","10:50am","11:40am","Monitor",-35.2735344,149.132964,"",FALSE
"","80/20 Food Kingston","5/10 Parbery Street","Kingston","19/09/2021 - Sunday","8:00am","1:45pm","Casual",-35.3169003,149.1493419,"",FALSE
"","ALDI Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","1:30pm","2:40pm","Casual",-35.2382964,149.0637775,"",FALSE
"","ALDI Chisholm","36 Benham Street","Chisholm","19/09/2021 - Sunday","2:15pm","3:00pm","Monitor",-35.4148128,149.1293186,"",FALSE
"","ALDI Conder","9 Sidney Nolan Street","Conder","19/09/2021 - Sunday","5:45pm","6:45pm","Casual",-35.4565418,149.093431,"",FALSE
"","Ali Baba Phillip","6/48 Botany Street","Phillip","19/09/2021 - Sunday","11:50am","12:30pm","Monitor",-35.3500573,149.0888243,"",FALSE
"","Bakers Delight Tuggeranong","Tuggeranong Hyperdrome, Anketell Street","Greenway","19/09/2021 - Sunday","6:00am","9:00am","Casual",-35.4170781,149.0674948,"",FALSE
"","Bus Route 3 Transport Canberra Code BUS625","ANU to Florey","Public Transport","19/09/2021 - Sunday","9:46am","10:01am","Casual",-35.2809368,149.1300092,"",FALSE
"","Bus Route 3 Transport Canberra Code BUS646","Florey to ANU","Public Transport","19/09/2021 - Sunday","9:09am","9:26am","Casual",-35.2776999,149.118552,"",FALSE
"","BWS Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","1:00pm","2:30pm","Monitor",-35.2394878,149.0654861,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (Mary Potter Household only) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","19/09/2021 - Sunday","2:30pm","11:59pm","Close",-35.250192,149.087722,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (refer to Close Contacts entry if attended Mary Potter or St Teresa Household) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","19/09/2021 - Sunday","2:30pm","11:59pm","Casual",-35.250192,149.087772,"",FALSE
"","Calvary Haydon Retirement Community Aged Care Facility (St. Teresa Household only) ï¿½ Visitors Only","2 Jaeger Circuit","Bruce","19/09/2021 - Sunday","10:30pm","11:59pm","Close",-35.250192,149.087672,"",FALSE
"","Coffee Guru Erindale","Erindale Shopping Centre, 50-68 Comrie Street","Wanniassa","19/09/2021 - Sunday","11:30am","12:30pm","Monitor",-35.4036043,149.0985097,"",FALSE
"","Coles Express Belconnen","Lathlain Street and Wignall Place","Belconnen","19/09/2021 - Sunday","7:10am","7:50am","Monitor",-35.242649,149.064061,"",FALSE
"","Cooleman Court Shopping Centre","Cooleman Court Shopping Centre, Brierly Street","Weston","19/09/2021 - Sunday","12:30pm","1:00pm","Monitor",-35.3412617,149.0525436,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Elixir Cafe","Queen Elizabeth Terrace","Parkes","19/09/2021 - Sunday","10:30am","11:10am","Monitor",-35.2974191,149.1352404,"",FALSE
"","IGA O'Connor","3 Sargood Street","O'Connor","19/09/2021 - Sunday","7:40pm","8:00pm","Monitor",-35.2641187,149.1222844,"",FALSE
"","KFC Woden","48 Botany Street","Phillip","19/09/2021 - Sunday","1:25pm","2:10pm","Monitor",-35.3493546,149.0887519,"",FALSE
"","Million Dollar Kiosk","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","1:00pm","2:30pm","Monitor",-35.2382585,149.0654879,"",FALSE
"","Priceline Pharmacy Gowrie","3 Jeffries Street","Gowrie","19/09/2021 - Sunday","11:00am","12:00pm","Monitor",-35.4136847,149.1096697,"",FALSE
"","Roll'd Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","2:00pm","3:05pm","Casual",-35.238132,149.064508,"",FALSE
"","Specsavers Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","1:30pm","2:30pm","Casual",-35.237791,149.066557,"",FALSE
"","SUPABARN Casey","Casey Market Town, 15 Kingsland Parade","Casey","19/09/2021 - Sunday","9:30pm","10:00pm","Monitor",-35.1741413,149.0960004,"",FALSE
"","SUPAEXPRESS Florey","1/26 Kesteven Street","Florey","19/09/2021 - Sunday","6:00pm","7:00pm","Monitor",-35.2263914,149.0544269,"",FALSE
"","United Petroleum Amaroo","Katherine Avenue and Horse Park Drive","Amaroo","19/09/2021 - Sunday","5:30pm","6:00pm","Monitor",-35.1644054,149.131181,"",FALSE
"","Westfield Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","1:30pm","3:00pm","Monitor",-35.2380765,149.0649922,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","1:30pm","3:00pm","Casual",-35.2386596,149.0652012,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","19/09/2021 - Sunday","2:00pm","3:00pm","Casual",-35.2386596,149.0652262,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","19/09/2021 - Sunday","6:10pm","6:55pm","Casual",-35.457644,149.092561,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","19/09/2021 - Sunday","7:00pm","10:00pm","Casual",-35.457644,149.092461,"",FALSE
